*,use,folio,nr,geometry,agri_categories,use_all
13155,"['Ecurie', 'étable à porcs']",298,[2.0],"POLYGON ((6.656709343695802 46.59230486208448, 6.656663168610922 46.592253720246795, 6.656594930070754 46.59227981753335, 6.656586544700819 46.592280337346594, 6.656491265381868 46.592322419659155, 6.656481179500142 46.592324660390766, 6.656478607825139 46.59232868549853, 6.656409497927095 46.592357086855394, 6.656414415351123 46.59236462880524, 6.656653507909437 46.59257361372304, 6.656691682634134 46.59259871095944, 6.656839489463828 46.59268982538296, 6.656972744863093 46.59274445413824, 6.65706792580725 46.59276705579002, 6.657070388764257 46.592770538006846, 6.65708128732964 46.592770035449426, 6.65707973732938 46.59276136160894, 6.657067397463069 46.59274568298778, 6.656758447674927 46.592211637790065, 6.65670027836068 46.59223664935875, 6.656696022941567 46.59224124042567, 6.656735580088791 46.592286561244215, 6.656737171843389 46.592292347652084, 6.656709343695802 46.59230486208448))","['ecurie', 'etable']","Ecurie, étable à porcs"
13158,['Pré'],298,[7.0],"POLYGON ((6.65654853538269 46.59284556034665, 6.656655698023555 46.592828586147704, 6.656656634339452 46.59282116499004, 6.656682149984371 46.592776203666894, 6.656683673864203 46.5927282204118, 6.656567633364858 46.592614293418094, 6.656243382794994 46.59234123862312, 6.656217236325898 46.592315347589064, 6.65610354472721 46.592382555557776, 6.655937087914029 46.59243054515694, 6.655930391862491 46.59243506985065, 6.655981250860035 46.59247141560234, 6.656430373877165 46.592763614441424, 6.656537082160959 46.592835197114994, 6.65654853538269 46.59284556034665))",['pre'],Pré
13159,['Pré'],298,[4.0],"POLYGON ((6.656709343695802 46.59230486208448, 6.656663168610922 46.592253720246795, 6.656594930070754 46.59227981753335, 6.656586544700819 46.592280337346594, 6.656491265381868 46.592322419659155, 6.656481179500142 46.592324660390766, 6.656478607825139 46.59232868549853, 6.656409497927095 46.592357086855394, 6.656414415351123 46.59236462880524, 6.656653507909437 46.59257361372304, 6.656691682634134 46.59259871095944, 6.656839489463828 46.59268982538296, 6.656972744863093 46.59274445413824, 6.65706792580725 46.59276705579002, 6.657070388764257 46.592770538006846, 6.65708128732964 46.592770035449426, 6.65707973732938 46.59276136160894, 6.657067397463069 46.59274568298778, 6.656758447674927 46.592211637790065, 6.65670027836068 46.59223664935875, 6.656696022941567 46.59224124042567, 6.656735580088791 46.592286561244215, 6.656737171843389 46.592292347652084, 6.656709343695802 46.59230486208448))",['pre'],Pré
13160,['Pré'],298,[6.0],"POLYGON ((6.656031697125197 46.59166085280002, 6.656019927594159 46.591663659435184, 6.655930554626694 46.591702894243554, 6.656120964594546 46.591975652368426, 6.656182377147967 46.59207368055273, 6.656188995020401 46.59207950159085, 6.656373010557953 46.59198431897635, 6.656265616643157 46.591879621200995, 6.656031697125197 46.59166085280002))",['pre'],Pré
13161,['Champ'],298,[22.0],"POLYGON ((6.652588123081319 46.5899665932849, 6.652556333582288 46.58998694204942, 6.651950608405207 46.59032099034919, 6.651954660278548 46.590327303312016, 6.652146642821729 46.590461187044866, 6.652162188222764 46.5904750071912, 6.652170450179281 46.59047677846036, 6.652278026931499 46.5905449430975, 6.652462799089641 46.59071877118131, 6.652807837662351 46.59115595953318, 6.652815104715914 46.59116915096073, 6.653080960902226 46.59135268060003, 6.6530883028695 46.591360730337506, 6.652911999005739 46.59145892659977, 6.652893567864933 46.59147251161128, 6.652647931409655 46.59160793723737, 6.65251460850397 46.591315623841005, 6.652506487840161 46.591304140549774, 6.652155204749207 46.59135255937138, 6.652488401928013 46.592090770469284, 6.652500037249816 46.5920885655782, 6.652721781891275 46.59200039737348, 6.652733408866847 46.59199876375538, 6.652735986504171 46.59199249669073, 6.652706195116114 46.59181859881862, 6.653704990892849 46.59118501689412, 6.653726778078317 46.591168598171855, 6.653245599519689 46.59040422801947, 6.652788978945288 46.58966173707912, 6.652773946272359 46.58966963203626, 6.652582057282746 46.5898139996501, 6.65251500563805 46.589865528868074, 6.652512444715042 46.58987065333471, 6.652588123081319 46.5899665932849))",['champ'],Champ
13162,['Pré'],298,[23.1],,['pre'],Pré
13163,['Champ'],298,[23.2],,['champ'],Champ
13164,['Champ'],298,[17.0],"POLYGON ((6.651418214664383 46.59130917334024, 6.651445678568305 46.59130136471023, 6.651771530271393 46.59123505991831, 6.652064024943416 46.5911828070755, 6.652056562013056 46.59112619129935, 6.65198857291004 46.590786907231134, 6.651971873389952 46.59068166234309, 6.65189547358531 46.59035089026959, 6.651865614797448 46.59012499840091, 6.651820649200161 46.5901395421493, 6.650345858631504 46.5903944251965, 6.650126349862783 46.59044318080768, 6.649745540034203 46.59052738253592, 6.650046887964744 46.59140079094255, 6.650379800497261 46.59187275519277, 6.650824202609586 46.59248604492788, 6.650863164290016 46.59254230788625, 6.650864721693214 46.592549174941624, 6.650896400007618 46.592593388930965, 6.650905449288086 46.59259802252249, 6.650912137443889 46.59259406942141, 6.651252627545195 46.59249072953179, 6.651325880156452 46.592468954450624, 6.651335824832743 46.59246902337778, 6.651383798581656 46.59258934032156, 6.651449721280686 46.5927292076829, 6.651450433374824 46.592737211580655, 6.65145616781798 46.592741822156, 6.651482062294993 46.59278485318683, 6.651591158527182 46.59297644153418, 6.651591887304446 46.592983302837425, 6.651769015183431 46.59305652062755, 6.652000773333899 46.59313468730613, 6.652201606210615 46.59317378730554, 6.652279465589002 46.5931771830959, 6.652286874261971 46.59318066250963, 6.652387117797397 46.593183641825334, 6.652970945758838 46.593160256387975, 6.652978396048176 46.59316087927242, 6.652978445937191 46.59315745149123, 6.652986783163231 46.593154081029034, 6.653079892320828 46.5931347275696, 6.653079908948347 46.59313358497585, 6.65308075430925 46.59313244811328, 6.652820533337334 46.59261814334617, 6.652493579620322 46.592702726901145, 6.65217083510644 46.59278276783038, 6.652161652511988 46.59278727508863, 6.651897101221913 46.59285514834731, 6.651888813931871 46.59285509094895, 6.651723529728302 46.59242428748398, 6.651697868422885 46.592365260196814, 6.651704581476454 46.592359593158726, 6.651849578358336 46.592305747543804, 6.651858777550085 46.59230009771701, 6.651621338914498 46.591759094205926, 6.651544181523924 46.5915940094824, 6.651418214664383 46.59130917334024))",['champ'],Champ
13165,['Champ'],298,[19.2],,['champ'],Champ
13166,['Champ'],298,[21.0],"POLYGON ((6.651418214664383 46.59130917334024, 6.651544181523924 46.5915940094824, 6.651621338914498 46.591759094205926, 6.651858777550085 46.59230009771701, 6.651967085667553 46.59226142439642, 6.651977030306475 46.59226149326753, 6.65217083510644 46.59278276783038, 6.652493579620322 46.592702726901145, 6.652820533337334 46.59261814334617, 6.652777883369311 46.59253043106416, 6.65248833536919 46.59209534084424, 6.652451771960111 46.59210194403886, 6.652441985436485 46.592091020568915, 6.65211535194856 46.59135742561582, 6.652064024943416 46.5911828070755, 6.651771530271393 46.59123505991831, 6.651445678568305 46.59130136471023, 6.651418214664383 46.59130917334024))",['champ'],Champ
13167,['Champ'],298,[18.0],"POLYGON ((6.651977030306475 46.59226149326753, 6.651967085667553 46.59226142439642, 6.651858777550085 46.59230009771701, 6.651849578358336 46.592305747543804, 6.651704581476454 46.592359593158726, 6.651697868422885 46.592365260196814, 6.651723529728302 46.59242428748398, 6.651888813931871 46.59285509094895, 6.651897101221913 46.59285514834731, 6.652161652511988 46.59278727508863, 6.65217083510644 46.59278276783038, 6.651977030306475 46.59226149326753))",['champ'],Champ
13168,['Pré'],298,[19.1],,['pre'],Pré
13169,['Pré'],298,[16.0],"POLYGON ((6.651212417404735 46.592804124428234, 6.651333082272686 46.59288437909589, 6.65133631386875 46.592890115039005, 6.651416017461941 46.59293751850177, 6.651426757629961 46.5929398783513, 6.651514757016043 46.59298676787999, 6.651514865309675 46.59297934102214, 6.651591887304446 46.592983302837425, 6.651591158527182 46.59297644153418, 6.651482062294993 46.59278485318683, 6.65145616781798 46.592741822156, 6.651450433374824 46.592737211580655, 6.65132400024366 46.59276833118414, 6.651209989554601 46.59280010811658, 6.651212417404735 46.592804124428234))",['pre'],Pré
13170,['Pré'],298,[15.0],"POLYGON ((6.651514865309675 46.59297934102214, 6.651514757016043 46.59298676787999, 6.651577257453272 46.59302033951158, 6.65175194920262 46.593090112321214, 6.651996379911015 46.593151797514466, 6.652201531303165 46.59317892897677, 6.652201606210615 46.59317378730554, 6.652000773333899 46.59313468730613, 6.651769015183431 46.59305652062755, 6.651591887304446 46.592983302837425, 6.651514865309675 46.59297934102214))",['pre'],"Pré, talus"
13171,['Champ'],298,[20.0],"POLYGON ((6.649174914662766 46.59055655654168, 6.649598545602432 46.59105829275984, 6.649605887011094 46.591066342722264, 6.649610842518893 46.59106751985457, 6.64943706577303 46.59053895219906, 6.649175868675667 46.590547992851086, 6.649174914662766 46.59055655654168))",['champ'],Champ
13172,['Champ'],298,[8.0],"POLYGON ((6.655565314808671 46.591434397825786, 6.654590694541367 46.5920024570868, 6.654591465174319 46.59200646188609, 6.654607011644904 46.592020281696776, 6.655105167786452 46.59224540448372, 6.655354661774204 46.5923579679149, 6.655365401998985 46.59236032739262, 6.655374642279416 46.592351820796154, 6.656002089619167 46.592005905525106, 6.655999735993519 46.59199674764145, 6.655830991626075 46.591745331713014, 6.655575971987957 46.59144247025481, 6.655565314808671 46.591434397825786))",['champ'],Champ
13173,['Champ'],298,[9.0],"POLYGON ((6.654208160133078 46.59163472059982, 6.654450901162133 46.591869509238236, 6.654463911620627 46.59188673968708, 6.654470508140567 46.591889070643774, 6.654579200384984 46.59199495014248, 6.654590694541367 46.5920024570868, 6.655565314808671 46.591434397825786, 6.655561303866985 46.59142522850652, 6.655350233124471 46.59117809085576, 6.655261488230312 46.59101121475132, 6.655257377886551 46.59100890098635, 6.65524153307955 46.591015647959395, 6.65481601631187 46.591268107810016, 6.654208160133078 46.59163472059982))",['champ'],Champ
13174,['Champ'],298,[10.0],"POLYGON ((6.654208160133078 46.59163472059982, 6.65481601631187 46.591268107810016, 6.65524153307955 46.591015647959395, 6.655257377886551 46.59100890098635, 6.655196958139277 46.590889071225504, 6.655078310195058 46.59032718288306, 6.655052886703475 46.590251588728215, 6.655049605115799 46.59024928067247, 6.65469513803677 46.590460521303214, 6.65468263298031 46.59046557718503, 6.654670053252614 46.59047577473925, 6.654293009198963 46.590700570811926, 6.653888423909256 46.59093831653112, 6.653890785435941 46.59094690316214, 6.653944375163239 46.59102326351998, 6.653946745006802 46.59103127885274, 6.653746808167483 46.59115902355665, 6.653726778078317 46.591168598171855, 6.653704990892849 46.59118501689412, 6.652706195116114 46.59181859881862, 6.652735986504171 46.59199249669073, 6.652733408866847 46.59199876375538, 6.65267981287331 46.59220750864488, 6.652680633274626 46.592208085675836, 6.653043518422245 46.59244485128323, 6.653374783490939 46.59286137374114, 6.653594193153463 46.592990873687064, 6.653604916810791 46.59299437592475, 6.653968225015379 46.59297460334859, 6.653972460017965 46.59296834770578, 6.654016960679363 46.59275782535954, 6.654122841646965 46.5926579983159, 6.654315787837594 46.59221310302616, 6.654458864643119 46.59189184703349, 6.654463911620627 46.59188673968708, 6.654450901162133 46.591869509238236, 6.654208160133078 46.59163472059982))",['champ'],Champ
13175,['Champ'],298,[24.0],"POLYGON ((6.653888423909256 46.59093831653112, 6.654293009198963 46.590700570811926, 6.654670053252614 46.59047577473925, 6.65468263298031 46.59046557718503, 6.653999446695104 46.589458132887366, 6.653721099696626 46.58905111941635, 6.653691003728325 46.58901205933045, 6.653673460436084 46.58902165111781, 6.653584690899677 46.58908502930691, 6.653012647590843 46.589497591527994, 6.652947303993662 46.589545704683225, 6.652940549846408 46.589554228280704, 6.653882681145049 46.59093427737484, 6.653888423909256 46.59093831653112))",['champ'],Champ
13176,['Champ'],298,[25.0],"POLYGON ((6.654223667295756 46.588913466745495, 6.654206422973559 46.58890249191908, 6.654068749340627 46.58885240454645, 6.653790678611013 46.5889396147435, 6.653698602972813 46.589002398820654, 6.653691003728325 46.58901205933045, 6.653721099696626 46.58905111941635, 6.653999446695104 46.589458132887366, 6.65468263298031 46.59046557718503, 6.65469513803677 46.590460521303214, 6.655049605115799 46.59024928067247, 6.654939699678525 46.589941705139424, 6.654761287077769 46.58972907289966, 6.654528491260116 46.58943778940331, 6.654418372208649 46.58925933794062, 6.654223667295756 46.588913466745495))",['champ'],Champ
13180,['Hangar'],299,[5.0],"POLYGON ((6.657853322344502 46.59329007883634, 6.657856503843218 46.59330164322599, 6.657854696077032 46.59331086481727, 6.657864641223227 46.593317858688486, 6.657887262322683 46.5933745725267, 6.657895549957621 46.59338040075034, 6.658196386688656 46.59330282467538, 6.658206532110555 46.59329596886742, 6.658165878136789 46.59321258339634, 6.658159214651844 46.593210229108024, 6.657865158717772 46.59328208042924, 6.657853322344502 46.59329007883634))",['hangar'],Hangar
13183,['Pré'],299,[6.0],"POLYGON ((6.658230884204976 46.59327137368835, 6.65790845606586 46.593353828918424, 6.657766296839729 46.59344344365429, 6.657755947984874 46.59344633303177, 6.657755037761627 46.59344987939808, 6.657740291947789 46.59345984379454, 6.657644920555585 46.593521359029545, 6.657651125399783 46.5936267961892, 6.657654449401894 46.593634516393784, 6.657701511922359 46.593587471639566, 6.657751898371621 46.59354814706757, 6.657777044465098 46.59353174102086, 6.657846153946468 46.593504387191196, 6.657946035913096 46.59348731058254, 6.658340738367096 46.59345568056841, 6.658380398874413 46.593445295131424, 6.65843050231206 46.59342550774658, 6.658454797863794 46.59340850360592, 6.658466210871141 46.59339141098102, 6.658504629586008 46.59328864876821, 6.658529301517836 46.5932455946266, 6.658550144515266 46.59322975096283, 6.658630469368354 46.59319892105902, 6.658657332696612 46.59318252661218, 6.658764573586658 46.593012737023926, 6.658756929657949 46.593006763504675, 6.658744974478224 46.59300194459253, 6.658693073491182 46.59296783831826, 6.658471398436931 46.59291361877755, 6.658461951332455 46.592913553892416, 6.658461058277928 46.59291591617423, 6.658459237941707 46.59292300891827, 6.658226124796673 46.59306588093655, 6.65816296796176 46.593097420620346, 6.658153486585086 46.59309972388993, 6.658153435224417 46.59310327616049, 6.658185094976393 46.593170993534855, 6.658185000818846 46.593177506030884, 6.658189260739134 46.593179903715054, 6.658230884204976 46.59327137368835))",['pre'],Pré
13184,['Pré'],299,[12.0],"POLYGON ((6.657283687279045 46.59331755948397, 6.65728890883979 46.593312858569234, 6.657386591143519 46.593269714748146, 6.657399516483829 46.593266843124354, 6.657403879196502 46.593262136297604, 6.657412501800542 46.59325982718388, 6.657412621756061 46.59325153855344, 6.657417877571985 46.59324446945265, 6.657425641339821 46.59324215443135, 6.657436084421144 46.59323275258848, 6.657436118693104 46.59323038440835, 6.65743360217142 46.59322622237379, 6.657393778842282 46.593247856336355, 6.656335505338231 46.593668664193515, 6.656318191264494 46.5936780186163, 6.656304089451717 46.59370278986457, 6.656299632222056 46.59371400914323, 6.656309079463848 46.59371407420795, 6.656401586300561 46.59379109269447, 6.656417131238156 46.59378527870045, 6.656783448183018 46.59357878792223, 6.657114018665719 46.59340876049386, 6.657108178250115 46.593396878231644, 6.657113339832933 46.59339632163999, 6.657128610296168 46.59340945298859, 6.657130242253315 46.59341538525614, 6.657121653898252 46.59341532616837, 6.656772008877969 46.593597656513055, 6.656306985837966 46.59385853316981, 6.656300037873502 46.59386381425425, 6.656286683297978 46.593896287999, 6.656322686064222 46.59390127278728, 6.656343203918915 46.59390792723568, 6.656355116185226 46.593915706624614, 6.65636438328576 46.593928204628156, 6.656381105435492 46.593959701298324, 6.656409826600219 46.594052267306466, 6.65644604680328 46.594220082150954, 6.656462030345682 46.59424328426589, 6.656484094473194 46.594261791414624, 6.656498626276925 46.594266628304574, 6.6565252677512 46.5942656275304, 6.656581487499144 46.59423877781505, 6.656716685668525 46.59415562976446, 6.656781588003325 46.59412232657397, 6.656804046643476 46.59411359959318, 6.656894628514851 46.59408639412074, 6.656975634394638 46.59406800424202, 6.65704192840284 46.59405721043123, 6.65717873342821 46.59404098064048, 6.657331126124205 46.59401597634134, 6.657401894160334 46.59399277891185, 6.657437338132285 46.59397703586558, 6.657484229788507 46.593941832102445, 6.65751233820423 46.59389880180749, 6.657528722627091 46.593834967250324, 6.657527105614292 46.593768640491255, 6.657535135029407 46.59374797206699, 6.657561294322773 46.593720915163566, 6.657640433871094 46.59365336735747, 6.657654449401894 46.593634516393784, 6.657651125399783 46.5936267961892, 6.657644920555585 46.593521359029545, 6.657740291947789 46.59345984379454, 6.657755037761627 46.59344987939808, 6.657755947984874 46.59344633303177, 6.657653553506281 46.59334023458091, 6.657580837469609 46.593379405573344, 6.65750053745148 46.593408458600386, 6.657529360908648 46.59343470938015, 6.657528442103714 46.59343884778964, 6.657423090055383 46.59347779425841, 6.65739691168281 46.59344682481183, 6.657348694961423 46.593395572246294, 6.657308147855193 46.593348517142125, 6.657306515880541 46.59334258487711, 6.657283687279045 46.59331755948397))",['pre'],Pré
